image,age_deepface,gender_deepface,race_deepface,emotion_deepface,face_confidence_deepface,gender_Woman,gender_Man,race_asian,race_indian,race_black,race_white,race_middle eastern,race_latino hispanic,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral
writer_20 years old_10.png,26,Man,white,neutral,1.0,0.02533232,99.97466,0.0003179134,0.00084650307,7.751062e-06,96.86746,2.215887,0.9154763,15.491515,1.1794657e-09,0.0077015734,0.0007680789,0.5958956,0.00034238398,83.903786
writer_20 years old_39.png,23,Man,white,neutral,1.0,0.46367598,99.53632,0.28013274,0.15761691,0.01230376,82.56284,6.959805,10.027301,4.8497455e-05,3.3763646e-15,2.9079441e-08,0.0013264968,0.011984408,8.288876e-12,99.98663
writer_20 years old_42.png,22,Man,white,neutral,1.0,0.02858483,99.971405,5.2729e-08,1.2407783e-07,6.828659e-10,99.92157,0.034983784,0.04344714,0.8131621,9.773102e-06,2.5411696,0.27277932,3.3677387,1.1489582,91.856186
writer_20 years old_7.png,26,Man,white,neutral,1.0,0.4377488,99.562256,0.050437763,0.060447328,0.008039025,81.566864,8.525252,9.788958,0.68384755,0.0011604117,0.75617826,3.0809474,4.3359594,0.009516687,91.13239
writer_20 years old_19.png,22,Man,white,neutral,1.0,0.24104835,99.75896,3.534472e-06,1.2035952e-05,2.1060279e-08,99.37677,0.35664615,0.26656544,0.0049406337,9.573664e-17,3.7791829e-06,4.2289576e-06,0.05300337,2.7295396e-10,99.942055
writer_20 years old_47.png,26,Man,white,angry,1.0,0.12843399,99.87157,0.031330403,0.20574254,0.012037266,71.801285,15.683928,12.265677,68.70818,1.7985256e-05,0.026629392,5.9073687,7.3790226,0.0031945505,17.975576
writer_20 years old_49.png,25,Man,white,sad,1.0,0.26353264,99.73647,4.0427258e-05,0.00014145234,2.0689251e-06,98.740906,0.73019195,0.52871007,0.41526243,4.3751347e-06,0.47975177,0.0010461637,98.79809,0.0021954135,0.30364463
writer_20 years old_37.png,22,Man,white,neutral,1.0,0.43570235,99.5643,0.00062427914,0.012003627,0.00012089099,84.8443,10.599468,4.5434823,0.0002772339,6.2906507e-15,2.0469499e-05,2.822394e-07,0.027169103,3.897482e-09,99.972534
writer_20 years old_13.png,22,Man,white,neutral,1.0,0.19541162,99.804596,0.021894932,0.032337278,0.0032772548,79.51621,5.2400384,15.18624,0.0010340301,2.0099183e-12,0.00012345867,0.000115203715,0.012637605,2.5915406e-07,99.98609
writer_20 years old_8.png,20,Man,white,neutral,1.0,0.32269216,99.67731,0.03900616,0.03546963,0.001953791,88.582,6.080148,5.2614264,0.81834316,3.5819274e-05,0.5662141,0.4767014,5.215966,0.001224002,92.92152
writer_20 years old_11.png,21,Man,white,neutral,1.0,0.9268513,99.07315,0.10548772,0.6860932,0.020874888,54.026432,27.846909,17.314205,4.745152,2.300988e-05,16.03071,0.0026008447,23.192848,0.0026340936,56.026035
writer_20 years old_25.png,23,Man,white,neutral,1.0,0.38792822,99.61206,0.00015767256,0.00016444616,4.515333e-06,98.27876,0.70225346,1.0186507,15.79591,9.677197e-06,0.022425512,1.3568226,5.861903,0.63776046,76.32517
writer_20 years old_43.png,25,Man,white,neutral,1.0,43.58436,56.41564,0.008945533,0.018913005,0.0010353271,86.695656,3.2586255,10.016823,1.192352,8.167615e-06,0.17000726,0.28931597,6.016245,0.006578802,92.3255
writer_20 years old_23.png,24,Man,white,neutral,1.0,0.17761396,99.82239,0.002991989,0.09017761,0.0003503403,69.51093,22.37079,8.024764,0.0007028096,4.85897e-12,0.00025274712,3.638318e-05,0.008152187,4.7903087e-10,99.99086
writer_20 years old_40.png,20,Man,white,fear,1.0,0.32344747,99.67655,0.02008497,0.03803908,0.001670782,85.77191,7.703157,6.4651346,14.49978,0.15192977,41.50965,0.034271646,27.48155,0.0044307727,16.318388
